fusionsss,count,Pub supported,KB supported
CYP7B1-EPS15,2,,
SLC16A7-NUP107,2,,
NHSL1-CDIP1,2,,
HMBOX1-BNIP3L,2,,
C1orf21-INTS7,2,,
MON2-TBC1D15,2,,
CPM-MON2,2,,
MARS-MSRB3,2,,
ATP9B-LUC7L,2,,
RAB21-FRS2,2,,
DIAPH2-RAB3IP,2,,
ANKH-DNAH5,2,,
ATP9B-ATRX,2,,
NFIC-IL4I1,2,,
HMGA2-RHBG,2,,
XPR1-TNR,2,,
EML1-BASP1,2,,
RBFA-MRPS35,2,,
DSE-PLEKHG1,2,,
GRIN2B-MYF6,2,,
ISCA1-WWP1,2,,
MSRA-SPAG11B,2,,
TXLNB-PDLIM1,2,,
PRPF40B-CDH4,2,,
SLIT3-ITPR2,2,,
HNRNPK-NR6A1,2,,
PTCH1-IPPK,2,,
TULP3-CCSER2,2,,
CDH4-DPPA3,2,,
TEAD4-MAP3K12,2,,
MED21-PIP5K1C,2,,
PIK3C2G-CTDSP2,2,,
DCSTAMP-TSPAN31,2,,
FHL1-DCSTAMP,2,,
EPB41L5-FZR1,2,,
CCT5-SVEP1,2,,
USP54-ADK,2,,
CELF2-GABRR1,2,,
PPIL4-DCTN2,2,,
GALNT12-ROR2,2,,
KATNA1-RALYL,2,,
MREG-SPAG17,2,,
RANBP10-USP10,2,,
KDM2B-CORO1C,2,,
NKD1-SPATC1L,2,,
PEAK1-ZBTB25,2,,
ZFP3-DGCR2,2,,
PELI2-FOXN3,2,,
HMGA2-DAB1,2,,
ZFC3H1-ITGB6,2,,
FRS2-ZFC3H1,2,,
DCAF6-PIGC,2,,
DNM3-CD247,2,,
OSMR-DNM3,2,,
UHRF1BP1L-TSFM,2,,
MPC2-DNM3,2,,
MPC2-NUDT12,2,,
METTL25-CPM,2,,
UHRF1BP1L-CACNG3,2,,
MYLK-VAMP4,2,,
ITGB6-CNOT2,2,,
AGAP2-CNOT2,2,,
TOP1-LYZ,2,,
TBC1D15-CNOT2,2,,
ZEB1-SYT1,2,,
TBC1D2B-INTS4,2,,
PPP1R37-ZNF383,2,,
ZNF223-AP2A1,2,,
ZNF383-CEBPG,2,,
NAP1L1-OSTF1,2,,
PCSK5-RAB3IP,2,,
COPZ1-ITGA7,2,,
ZCCHC6-WIF1,2,,
ARID2-PTPRB,2,,
ZNF562-SARNP,2,,
NFIX-ANHX,2,,
GATAD2B-GRM8,2,,
ARHGEF11-CD48,2,,
INPP4A-EEF1E1,2,,
PEX11B-PDZK1,2,,
SLC38A10-TMEM207,2,,
BTD-BCAS3,2,,
MKLN1-DNM3,2,,
TBX19-PCP4L1,2,,
HP1BP3-ZMYM4,2,,
LPCAT1-MED13,2,,
PLEKHA1-CAP1P2,2,,
PDZD8-CACUL1,2,,
RBM25-ACOT6,2,,
ZCCHC4-SMIM20,2,,
ZDHHC17-NCR2,2,,
ATAD1-C10orf11,2,,
ZNF224-CYP2S1,2,,
SAE1-HAS1,2,,
TEAD3-ZFAND3,2,,
NFKB1-BANK1,2,,
GMDS-EXOC2,2,,
TGFBRAP1-DPP10,2,,
AFF1-GPRIN3,2,,
LSM14A-ZNF221,2,,
KIF13A-UBE2K,2,,
LDLRAD3-DEPDC7,2,,
LAMB1-HBP1,2,,
HNRNPM-DMD,2,,
LONP1-FZR1,2,,
C19orf24-CREB3L3,2,,
ARHGAP31-CCDC37,2,,
ERC1-TEKT4P2,2,,
SMIM7-EPS15L1,2,,
CD83-EHF,2,,
FRS2-PTPRQ,2,,
FRS2-DNM2,2,,
CTDSP2-TMEM200A,2,,
CPM-BEST3,2,,
SESN1-METTL1,2,,
CPSF6-TMTC2,2,,
DLGAP4-HM13,2,,
OSBPL8-CSRP2,2,,
PPFIA2-TRHDE,2,,
MDM2-MYRFL,2,,
OSBPL8-PTPRQ,2,,
OS9-ZNF560,2,,
DNM2-PTH2R,2,,
SMARCA4-MYF5,2,,
NOTCH3-CACNA1A,2,,
SLC44A2-CDK19,2,,
VTA1-PPIL4,2,,
OSBPL8-SYT1,2,,
RBM39-OCA2,2,,
SLC44A2-PTPRQ,2,,
TP53BP1-ATP8B4,2,,
ATRN-C20orf194,2,,
FRS2-TBC1D15,2,,
DDB1-SDHA,2,,
CNOT2-SSH3,2,,
UVRAG-MS4A8,2,,
NEXN-PTGFR,2,,
ACSS3-AVIL,2,,
ZNF793-ST3GAL6,2,,
ZC3H3-TRAPPC9,2,,
NRK-NAP1L4P2,2,,
SLC16A7-SYT1,2,,
LGR5-FAM19A2,2,,
TSFM-LRRIQ1,2,,
RWDD1-CEP85L,2,,
ZNF251-CHMP4C,2,,
TSFM-METTL11B,2,,
RAB21-MGAT4C,2,,
SEPT11-TMEM196,2,,
GRB10-SCMH1,2,,
EXO5-MTF1,2,,
ATP5L-ARCN1,2,,
MBNL2-MADD,2,,
AEBP2-LMO3,2,,
WRAP53-PITPNA,2,,
C17orf49-STK39,2,,
SC5D-SPA17,2,,
TAB2-SIK2,2,,
TMBIM4-PBX3,2,,
CIZ1-SWI5,2,,
RAB6A-MICA,2,,
RSPH3-NOTCH4,2,,
SWI5-ATG16L2,2,,
CTDSP2-FRS2,2,,
SASH1-POLR3A,2,,
PAAF1-NCR3,2,,
UST-FOXP2,2,,
SRGAP1-PTPRR,2,,
HECTD4-YAP1,2,,
ANGPT1-TNFRSF11B,2,,
PLEC-JPH1,2,,
MLLT3-BNC2,2,,
RAPGEF1-REXO4,2,,
PSMF1-CHST8,2,,
LRP5L-SGSM3,2,,
MAX-ACTN1,2,,
RGL1-NMNAT2,2,,
LY96-GDAP1,2,,
KIF26A-CEP170B,2,,
ARHGEF11-SHC1,2,,
DLG1-CBFA2T2,2,,
CBFA2T2-BCL2L1,2,,
TRPM7-TEPP,2,,
SUPT16H-BRMS1,2,,
MYRF-STX5,2,,
SPPL3-HVCN1,2,,
BCL2L1-TPX2,2,,
TSFM-CPM,2,,
CPSF6-LAMA2,2,,
USP15-DPY19L2,2,,
GRIP1-TMEM5,2,,
OPRM1-TCEAL1,2,,
OPRM1-TCEAL3,2,,
ZDHHC17-SYT1,2,,
PLP1-SCAF8,2,,
SYNE1-ESR1,2,,
GRIK2-WASF1,2,,
MAML3-CCDC170,2,,
RGS17-SYNE1,2,,
TXNRD2-EVX1,2,,
C12orf66-NXF3,2,,
METTL24-REPS1,2,,
PDP1-INA,2,,
RNASEH2B-AGXT2,2,,
EEF1DP3-BLVRB,2,,
MEX3D-DOCK11,2,,
KIAA1244-GRIK2,2,,
ESR1-SIM1,2,,
CTTN-PPFIA1,2,,
ANKRD11-SYT15,2,,
CELF1-XKR5,2,,
DNMBP-RFWD2,2,,
BCAS3-SYTL2,2,,
CHD6-MYH7B,2,,
CNOT2-TBC1D30,2,,
SENP6-BAI3,2,,
ACSF3-ZNF483,2,,
DLG1-WDR60,2,,
FAM120A-SUSD1,2,,
SS18-ZNF521,2,,
FAM135A-GRM1,2,,
DYM-OAS3,2,,
TRAK2-AP1S3,2,,
KDM4A-FAF1,2,,
NEO1-BBS4,2,,
HSPB8-INIP,2,,
CPS1-PLEKHM3,2,,
MED26-PLCB1,2,,
SETD2-CCRL2,2,,
FBN1-URI1,2,,
ZNF507-FXYD1,2,,
RB1-DIAPH3,2,,
EPN2-PIBF1,2,,
KDELC2-TAF1D,2,,
DDX10-AIPL1,2,,
KLF12-USP32P1,2,,
HIF1A-C14orf37,2,,
ESD-FAM124A,2,,
ADAMTS17-SLC12A1,2,,
TIPIN-ATP8B4,2,,
UVRAG-ACER3,2,,
FAM222B-PRPSAP1,2,,
PAN3-MICU2,2,,
ARFGEF2-TTLL9,2,,
ACACA-PARD6G,2,,
BLOC1S1-CPM,2,,
RBM39-CRYZL1,2,,
OR10AE3P-CD63,2,,
CDK2-PAN2,2,,
TTYH3-ASPSCR1,2,,
PLAT-C12orf66,2,,
TTYH3-C7orf50,2,,
KCNAB2-ACOT7,2,,
NOTCH2-REG4,2,,
PTGDS-NOC4L,2,,
HCG4P5-APOD,2,,
TBC1D22A-ARFGAP3,2,,
XKR9-LACTB2,2,,
DOPEY1-CYB5R4,2,,
XRCC5-RPL37A,2,,
CDC6-JUP,2,,
MED15-FKBP10,2,,
B2M-UBB,2,,
ACACA-RARA,2,,
DGKD-INPP5D,2,,
URI1-PLEKHF1,2,,
USP48-WNT4,2,,
HSD17B11-NUDT9,2,,
TMED10-MLH3,2,,
FRYL-SLAIN2,2,,
RBM6-RNF123,2,,
HIPK2-TBXAS1,2,,
ZFP90-NFATC3,2,,
XRCC6-SREBF2,2,,
WIPF2-PSMD3,2,,
TOP2A-SMARCE1,2,,
POLDIP3-ARFGAP3,2,,
PHACTR4-TRNAU1AP,2,,
ENSA-CTSS,2,,
RCC1-ANXA2,2,,
CASC3-CDK12,2,,
RPL22-ACOT7,2,,
ERG-APP,2,,
ATR-U2SURP,2,,
LYZ-CLDN18,2,,
RTN3-SLC22A9,2,,
CHTF18-RHOT2,2,,
SLC5A1-YWHAH,2,,
ARHGAP12-KIF5B,2,,
XBP1-TTC28,2,,
IRF2BP2-NTRK1,2,,
THADA-IGF2BP3,2,,
TRA2A-THADA,2,,
BRAF-SND1,2,,
ATXN10-COL16A1,2,,
NADK-HNRNPR,2,,
HIPK2-PARP12,2,,
SRC-RPN2,2,,
WDR20-PPP2R5C,2,,
SLIT2-PACRGL,2,,
PELI2-KTN1,2,,
KIAA0247-PLEKHD1,2,,
MYL6-SMARCC2,2,,
CD44-CAPRIN1,2,,
AP5B1-CFL1,2,,
DVL1-OPTN,2,,
ATAD3C-HSPA14,2,,
SEC23B-DZANK1,2,,
SBNO2-C1D,2,,
PPT1-HIVEP3,2,,
